ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;5
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;7372
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1922
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1069
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1178
Marshall Islands;HIES - Household Income and Expenditure Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;792538
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;220726
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;472041
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;93802
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;6
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;106372
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;3033
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;64666
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;38673
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;158
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;22556
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;124637
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;10617
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;56
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;6448
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;45
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;3792
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;258463
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;70
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;167084
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;21159
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;179774
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;109033
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;53356
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;11443
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;5943
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;792538
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;23178
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;117172
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;80376
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;47087
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;142141
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;62486
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;103558
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;117
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;93802
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;5943
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;106372
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;60203
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1735
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1169
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;38673
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;158
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;4013
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;7154
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;11389
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;6591
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;5318
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;0
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;40
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;72991
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;10617
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;56
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1506
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;3301
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1034
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1805
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;38598
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;4003
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;3792
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;258463
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;11853
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;30399
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;27967
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;20241
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;97795
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1718
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;16
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;31109
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;21159
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;179774
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;4584
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;71887
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;32562
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;15493
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;33903
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;0
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;2203
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1582
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;11443
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;5943
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
North Macedonia;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;254743
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;113925
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;118088
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;20856
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1873
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2577
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;28174
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;10
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;15922
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;2292
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;17169
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;4118
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;11935
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1115
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;118691
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;50924
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;55873
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;12
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;84996
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;47251
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;31264
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;4632
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1849
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;254743
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;27727
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;48566
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;37632
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;28108
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;50
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2187
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;24745
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;13358
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;20856
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1873
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2577
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1554
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;28174
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;2729
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;3091
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;4
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1578
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1739
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;6689
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;5916
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;2292
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;17169
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1276
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2239
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;10198
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1115
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;118691
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;15602
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;16156
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;19166
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;17
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;27339
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;0
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;5814
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;5482
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;12
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;84996
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;7634
Malta;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;28298
