"Year","Country_of_origin","Country of asylum","Refugees",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2007,Myanmar,-,191308,19009,0,67290,0,0,0,,0
2007,Namibia,-,1123,16,53,0,0,0,0,,0
2007,Nepal,-,3364,2137,0,50000,50000,0,0,,0
2007,"Netherlands (Kingdom of the)",-,44,22,0,0,0,0,0,,0
2007,Niger,-,817,261,0,0,0,0,0,,0
2007,Nicaragua,-,1899,822,0,0,0,0,0,,0
2007,Nigeria,-,13898,9725,108,0,0,0,0,,0
2007,Norway,-,0,5,0,0,0,0,0,,0
2007,"New Zealand",-,12,5,0,0,0,0,0,,0
2007,Oman,-,44,5,0,0,0,0,0,,0
2007,Pakistan,-,31847,8600,6,0,0,0,0,,0
2007,Panama,-,105,29,0,0,0,0,0,,0
2007,Paraguay,-,99,44,0,0,0,0,0,,0
2007,Peru,-,7738,3056,0,0,0,0,0,,0
2007,Philippines,-,1550,752,0,0,0,0,61314,,0
2007,"Papua New Guinea",-,33,18,0,0,0,0,0,,0
2007,Poland,-,2911,187,0,0,0,0,0,,0
2007,Portugal,-,29,41,0,0,0,0,0,,0
2007,Qatar,-,57,0,0,0,0,0,0,,0
2007,Romania,-,5299,561,0,0,0,0,0,,0
2007,"South Africa",-,474,108,0,0,0,0,0,,0
2007,"Russian Federation",-,93218,17581,262,189274,1141,0,306,,0
2007,Rwanda,-,80955,8233,9502,0,0,0,0,,0
2007,"El Salvador",-,6026,18609,0,0,0,0,0,,0
2007,"Saudi Arabia",-,737,30,0,0,0,0,0,,0
2007,"Serbia and Kosovo: S/RES/1244 (1999)",-,165636,14233,862,226350,1631,0,454,,0
2007,Senegal,-,15886,888,0,0,0,0,0,,0
2007,Seychelles,-,54,8,0,0,0,0,0,,0
2007,Singapore,-,117,14,0,0,0,0,0,,0
2007,"Sierra Leone",-,32114,4654,360,0,0,0,0,,0
2007,"Solomon Islands",-,47,22,0,0,0,0,0,,0
2007,Somalia,-,457345,16424,2214,1000000,0,0,0,,0
2007,Spain,-,37,11,0,0,0,0,0,,0
2007,"Viet Nam",-,327770,1775,63,0,0,0,165,,0
2007,"Saint Kitts and Nevis",-,0,8,0,0,0,0,0,,0
2007,"Sao Tome and Principe",-,32,0,0,0,0,0,0,,0
2007,Sudan,-,523029,19406,130682,1250000,84834,0,0,,0
2007,Suriname,-,62,9,0,0,0,0,0,,0
2007,Slovakia,-,346,97,0,0,0,0,0,,0
2007,Slovenia,-,47,9,0,0,0,0,0,,0
2007,Eswatini,-,21,64,0,0,0,0,0,,0
2007,Sweden,-,17,5,0,0,0,0,0,,0
2007,Switzerland,-,33,0,0,0,0,0,0,,0
2007,"Syrian Arab Rep.",-,13684,6849,26,0,0,0,0,,0
2007,"United Rep. of Tanzania",-,1250,2906,0,0,0,0,0,,0
2007,Thailand,-,2322,363,0,0,0,0,0,,0
2007,Tajikistan,-,887,93,0,0,0,0,0,,0
2007,Turkmenistan,-,667,134,0,0,0,0,0,,0
2007,Timor-Leste,-,6,0,0,62625,9965,0,0,,0
2007,Togo,-,22481,1301,3396,0,0,0,0,,0
2007,Tonga,-,0,14,0,0,0,0,0,,0
2007,"Trinidad and Tobago",-,210,175,0,0,0,0,0,,0
2007,Tunisia,-,2488,334,0,0,0,0,0,,0
2007,Türkiye,-,221937,9172,163,0,0,0,0,,0
2007,"United Arab Emirates",-,305,10,0,0,0,0,0,,0
2007,Uganda,-,21325,3130,5,1235992,579000,0,0,,0
2007,Ukraine,-,25980,2418,0,0,0,0,0,,0
2007,Uruguay,-,193,31,0,0,0,0,0,,0
2007,"United States of America",-,2164,1100,0,0,0,0,0,,0
2007,Uzbekistan,-,5658,1835,6,0,0,0,0,,0
2007,"Holy See",-,0,5,0,0,0,0,0,,0
2007,"Saint Vincent and the Grenadines",-,644,504,0,0,0,0,0,,0
2007,"Venezuela (Bolivarian Republic of)",-,5089,1751,5,0,0,0,0,,0
2007,"Western Sahara",-,116594,23,0,0,0,0,0,,0
2007,Yemen,-,1621,306,0,77000,0,0,0,,0
2007,Zambia,-,192,492,0,0,0,0,0,,0
2007,Zimbabwe,-,14366,34318,0,0,0,0,0,,0
2007,Stateless,-,13164,2703,0,0,0,2938538,0,,0
2007,Tibetan,-,20170,0,0,0,0,0,141,,0
2007,"Unknown ",-,194063,181384,36,0,0,0,5804,,0
2008,Afghanistan,-,2833116,23177,278483,230670,6453,0,2101,,0
2008,Albania,-,15007,1814,0,0,0,0,0,,0
2008,Algeria,-,9044,1522,0,0,0,0,0,,0
2008,Andorra,-,5,5,0,0,0,0,0,,0
2008,Angola,-,171374,734,13050,0,0,0,0,,0
2008,"Antigua and Barbuda",-,25,25,0,0,0,0,0,,0
2008,Egypt,-,6777,1803,0,0,0,0,0,,0
2008,Argentina,-,1039,139,0,0,0,0,0,,0
2008,Armenia,-,16333,3764,0,0,0,0,0,,0
2008,Australia,-,37,9,0,0,0,0,0,,0
2008,Austria,-,15,0,0,0,0,0,0,,0
2008,Azerbaijan,-,16321,1876,0,603251,0,0,0,,0
2008,Bahrain,-,72,10,0,0,0,0,0,,0
2008,Barbados,-,33,45,0,0,0,0,0,,0
2008,Burundi,-,281583,6629,95386,100000,0,0,0,,0
2008,Belgium,-,58,27,0,0,0,0,0,,0
2008,Benin,-,315,179,0,0,0,0,0,,0
2008,Bangladesh,-,10097,6713,0,0,0,0,0,,0
2008,Bahamas,-,11,26,0,0,0,0,0,,0
2008,Bhutan,-,104960,1094,0,0,0,0,0,,0
2008,"Burkina Faso",-,719,310,0,0,0,0,0,,0
2008,Belarus,-,5376,1082,0,0,0,0,0,,0
2008,"Bolivia (Plurinational State of)",-,455,153,0,0,0,0,0,,0
2008,Botswana,-,29,148,0,0,0,0,0,,0
2008,Brazil,-,1401,356,0,0,0,0,0,,0
2008,"Bosnia and Herzegovina",-,74358,1162,970,124529,715,0,50496,,0
2008,Bulgaria,-,3036,295,0,0,0,0,0,,0
2008,Belize,-,18,17,0,0,0,0,0,,0
2008,Cambodia,-,17250,212,0,0,0,0,0,,0
2008,Canada,-,100,55,0,0,0,0,0,,0
2008,"Central African Rep.",-,125090,1213,19,197000,0,0,0,,0
2008,Chad,-,55083,3340,4414,166718,37615,0,0,,0
2008,China,-,175169,19615,0,0,0,0,0,,0
2008,Chile,-,988,128,0,0,0,0,0,,0
2008,Cameroon,-,13852,2911,0,0,0,0,0,,0
2008,Congo,-,19922,5044,101,0,0,0,5,,0
2008,"Dem. Rep. of the Congo",-,367991,36277,54040,1460102,0,0,0,,0
2008,Comoros,-,376,36,0,0,0,0,0,,0
2008,Colombia,-,373532,52620,29,3000000,0,0,0,,0
2008,"Costa Rica",-,354,65,0,0,0,0,0,,0
2008,Cuba,-,7928,867,0,0,0,0,0,,0
2008,"Cabo Verde",-,27,0,0,0,0,0,0,,0
2008,Cyprus,-,10,0,0,0,0,0,0,,0
2008,Czechia,-,1354,783,0,0,0,0,0,,0
2008,Denmark,-,10,6,0,0,0,0,0,,0
2008,Djibouti,-,638,55,0,0,0,0,0,,0
2008,Dominica,-,56,19,0,0,0,0,0,,0
2008,"Dominican Rep.",-,313,267,0,0,0,0,0,,0
2008,Ecuador,-,1063,244,0,0,0,0,0,,0
2008,"Equatorial Guinea",-,381,48,0,0,0,0,0,,0
2008,Eritrea,-,186392,14603,92,0,0,0,650,,0
2008,Estonia,-,248,33,0,0,0,0,0,,0
2008,Ethiopia,-,63863,31506,164,0,0,0,0,,0
2008,Fiji,-,1862,200,0,0,0,0,0,,0
2008,France,-,97,55,0,0,0,0,0,,0
2008,Gabon,-,132,23,0,0,0,0,0,,0
2008,Gambia,-,1336,1128,0,0,0,0,0,,0
2008,Palestinian,-,340004,2648,5,0,0,0,0,,0
2008,"United Kingdom of Great Britain and Northern Ireland",-,182,24,0,0,0,0,0,,0
2008,Georgia,-,12597,5089,0,329870,102800,0,0,,0
2008,Germany,-,162,100,0,0,0,0,0,,0
2008,Ghana,-,13225,1996,0,0,0,0,0,,0
2008,Guinea-Bissau,-,1053,256,0,0,0,0,0,,0
2008,Greece,-,67,15,0,0,0,0,0,,0
2008,Grenada,-,310,65,0,0,0,0,0,,0
2008,Guatemala,-,5927,10243,0,0,0,0,0,,0
2008,Guinea,-,9481,2012,5,0,0,0,0,,0
2008,Guyana,-,707,276,0,0,0,0,0,,0
2008,Haiti,-,23059,12668,0,0,0,0,0,,0
2008,"China, Hong Kong SAR",-,9,49,0,0,0,0,0,,0
2008,Honduras,-,1116,941,0,0,0,0,0,,0
2008,Croatia,-,97016,129,1147,2497,376,0,28084,,0
2008,Hungary,-,1612,287,0,0,0,0,0,,0
2008,Iceland,-,10,0,0,0,0,0,0,,0
2008,"Cote Ivoire",-,22218,6459,46,683956,25092,0,0,,0
2008,India,-,19551,6867,0,0,0,0,0,,0
2008,Indonesia,-,19339,2221,0,0,0,0,0,,0
2008,Ireland,-,7,0,0,0,0,0,0,,0
2008,"Iran (Islamic Rep. of)",-,69051,11148,94,0,0,0,0,,0
2008,Iraq,-,1903516,25654,25644,2647251,195890,0,7768,,0
2008,Israel,-,1486,1037,0,0,0,0,0,,0
2008,Italy,-,57,30,0,0,0,0,0,,0
2008,Jamaica,-,825,401,0,0,0,0,0,,0
2008,Jordan,-,1882,743,0,0,0,0,0,,0
2008,Japan,-,183,26,0,0,0,0,0,,0
2008,Kazakhstan,-,4825,579,0,0,0,0,0,,0
2008,Kenya,-,9682,2197,725,404000,346000,0,0,,0
2008,Kyrgyzstan,-,2526,407,0,0,0,0,0,,0
2008,Kiribati,-,36,0,0,0,0,0,0,,0
2008,"Rep. of Korea",-,1099,509,0,0,0,0,0,,0
2008,"Dem. People's Rep. of Korea",-,881,213,0,0,0,0,0,,0
2008,Kuwait,-,847,61,0,0,0,0,0,,0
2008,"Lao People's Dem. Rep.",-,8596,178,0,0,0,0,0,,0
2008,Liberia,-,75221,2381,10801,0,0,0,0,,0
2008,Libya,-,2068,753,0,0,0,0,0,,0
2008,"Saint Lucia",-,288,336,0,0,0,0,0,,0
2008,Lebanon,-,12966,2276,0,0,0,0,0,,0
2008,Lesotho,-,5,17,0,0,0,0,0,,0
2008,"Sri Lanka",-,137742,7037,1738,504800,20800,0,0,,0
2008,Lithuania,-,486,60,0,0,0,0,0,,0
2008,Latvia,-,765,24,0,0,0,0,0,,0
2008,"China, Macao SAR",-,8,0,0,0,0,0,0,,0
2008,Madagascar,-,278,20,0,0,0,0,0,,0
2008,Mauritania,-,45592,773,7036,0,0,0,0,,0
2008,"North Macedonia",-,7513,1074,0,0,0,0,0,,0
2008,"Rep. of Moldova",-,5551,879,0,0,0,0,0,,0
2008,Maldives,-,15,0,0,0,0,0,0,,0
2008,Mexico,-,6160,17435,0,0,0,0,0,,0
2008,Mali,-,1751,738,0,0,0,0,0,,0
2008,Malaysia,-,607,128,0,0,0,0,0,,0
2008,Malawi,-,103,8206,0,0,0,0,0,,0
2008,Mongolia,-,1329,2069,0,0,0,0,0,,0
2008,Morocco,-,3520,526,0,0,0,0,0,,0
2008,Mozambique,-,198,678,0,0,0,0,0,,0
2008,Malta,-,10,0,0,0,0,0,0,,0
2008,Montenegro,-,1280,180,0,0,0,0,0,,0
2008,Mauritius,-,20,21,0,0,0,0,0,,0
2008,Myanmar,-,184410,22328,0,67290,0,0,0,,0
2008,Namibia,-,976,23,20,0,0,0,0,,0
2008,Nepal,-,4190,2093,0,0,0,0,0,,0
2008,"Netherlands (Kingdom of the)",-,46,25,0,0,0,0,0,,0
2008,Niger,-,789,264,0,0,0,0,0,,0
2008,Nicaragua,-,1533,466,0,0,0,0,0,,0
2008,Nigeria,-,14170,10449,0,0,0,0,0,,0
2008,"New Zealand",-,8,5,0,0,0,0,0,,0
2008,Oman,-,55,0,0,0,0,0,0,,0
2008,Pakistan,-,32391,6242,5,155809,0,0,0,,0
2008,Panama,-,106,36,0,0,0,0,0,,0
2008,Paraguay,-,97,32,0,0,0,0,0,,0
2008,Peru,-,7329,2500,0,0,0,0,0,,0
2008,Philippines,-,1348,904,0,0,0,0,61314,,0
2008,"Papua New Guinea",-,44,10,0,0,0,0,0,,0
2008,Poland,-,2385,225,0,0,0,0,0,,0
2008,Portugal,-,35,33,0,0,0,0,0,,0
2008,Qatar,-,69,0,0,0,0,0,0,,0
2008,Romania,-,4747,385,0,0,0,0,0,,0
2008,"South Africa",-,449,138,0,0,0,0,0,,0
2008,"Russian Federation",-,103061,15697,70,91505,1096,0,306,,0
2008,Rwanda,-,72529,6083,11783,0,0,0,5,,0
2008,"El Salvador",-,5154,11152,0,0,0,0,0,,0
2008,"Saudi Arabia",-,700,33,0,0,0,0,0,,0
2008,"Serbia and Kosovo: S/RES/1244 (1999)",-,185930,14678,858,225879,518,0,11500,,0
2008,Senegal,-,16007,805,0,0,0,0,0,,0
2008,Seychelles,-,51,14,0,0,0,0,0,,0
2008,Singapore,-,106,13,0,0,0,0,0,,0
2008,"Sierra Leone",-,32517,2615,316,0,0,0,0,,0
2008,"Solomon Islands",-,51,0,0,0,0,0,0,,0
2008,Somalia,-,561145,20519,1477,1277200,0,0,0,,0
2008,Spain,-,26,17,0,0,0,0,0,,0
2008,"Viet Nam",-,328175,1706,315,0,0,0,87,,0
2008,"Saint Kitts and Nevis",-,0,8,0,0,0,0,0,,0
2008,"Sao Tome and Principe",-,32,0,0,0,0,0,0,,0
2008,Sudan,-,419249,18073,90084,1201040,21081,0,450,,0
2008,Suriname,-,50,11,0,0,0,0,0,,0
2008,Slovakia,-,333,129,0,0,0,0,0,,0
2008,Slovenia,-,49,12,0,0,0,0,0,,0
2008,Eswatini,-,28,95,0,0,0,0,0,,0
2008,Sweden,-,16,14,0,0,0,0,0,,0
2008,Switzerland,-,32,0,0,0,0,0,0,,0
2008,"Syrian Arab Rep.",-,15206,5978,8,0,0,0,0,,0
2008,"United Rep. of Tanzania",-,1262,2898,0,0,0,0,0,,0
2008,Thailand,-,1811,406,0,0,0,0,5,,0
2008,Tajikistan,-,541,140,0,0,0,0,0,,0
2008,Turkmenistan,-,735,110,0,0,0,0,0,,0
2008,Timor-Leste,-,7,0,0,15860,0,0,0,,0
2008,Togo,-,16734,1119,4798,0,0,0,0,,0
2008,Tonga,-,5,21,0,0,0,0,0,,0
2008,"Trinidad and Tobago",-,228,241,0,0,0,0,0,,0
2008,Tunisia,-,2334,352,0,0,0,0,0,,0
2008,Türkiye,-,214365,8531,0,0,0,0,0,,0
2008,"United Arab Emirates",-,255,8,0,0,0,0,0,,0
2008,Uganda,-,7533,3127,100,853000,603000,0,0,,0
2008,Ukraine,-,28416,1900,0,0,0,0,0,,0
2008,Uruguay,-,194,52,0,0,0,0,0,,0
2008,"United States of America",-,2126,1740,0,0,0,0,0,,0
2008,Uzbekistan,-,6297,1838,5,0,0,0,0,,0
2008,"Holy See",-,0,5,0,0,0,0,0,,0
2008,"Saint Vincent and the Grenadines",-,748,744,0,0,0,0,0,,0
2008,"Venezuela (Bolivarian Republic of)",-,5801,1518,0,0,0,0,0,,0
2008,Samoa,-,5,0,0,0,0,0,0,,0
2008,"Western Sahara",-,116528,28,0,0,0,0,0,,0
2008,Yemen,-,1764,464,0,100000,0,0,0,,0
2008,Zambia,-,191,490,0,0,0,0,0,,0
2008,Zimbabwe,-,16824,34776,5,0,0,0,0,,0
2008,Stateless,-,14168,2935,0,0,0,6573465,0,,0
2008,Tibetan,-,20080,0,0,0,0,0,59,,0
2008,"Unknown ",-,190688,251072,51,0,0,0,4030,,0
2009,Afghanistan,-,2887114,30406,57577,297129,7225,0,1479,,0
2009,Albania,-,15707,1586,0,0,0,0,0,,0
2009,Algeria,-,8168,1537,0,0,0,0,0,,0
2009,Andorra,-,5,0,0,0,0,0,0,,0
2009,Angola,-,141006,696,2444,0,0,0,14479,,0
2009,"Antigua and Barbuda",-,27,41,0,0,0,0,0,,0
2009,Egypt,-,6983,1626,0,0,0,0,0,,0
2009,Argentina,-,604,154,0,0,0,0,0,,0
2009,Armenia,-,18004,4085,0,0,0,0,82231,,0
2009,Australia,-,23,9,0,0,0,0,0,,0
2009,Austria,-,15,0,0,0,0,0,0,,0
2009,Azerbaijan,-,16945,2465,0,586013,0,0,0,,0
2009,Bahrain,-,72,0,0,0,0,0,0,,0
2009,Barbados,-,28,66,0,0,0,0,0,,0
2009,Burundi,-,94221,4845,32364,100000,0,0,0,,0
2009,Belgium,-,66,24,0,0,0,0,0,,0
2009,Benin,-,409,199,0,0,0,0,0,,0
2009,Bangladesh,-,10428,1827,0,0,0,0,0,,0
2009,Bahamas,-,12,32,0,0,0,0,0,,0
2009,Bhutan,-,89064,1013,0,0,0,0,0,,0
2009,"Burkina Faso",-,983,377,0,0,0,0,0,,0
2009,Belarus,-,5518,975,0,0,0,0,0,,0
2009,"Bolivia (Plurinational State of)",-,570,162,0,0,0,0,0,,0
2009,Botswana,-,32,195,0,0,0,0,0,,0
2009,Brazil,-,973,361,0,0,0,0,0,,0
2009,"Bosnia and Herzegovina",-,70006,1147,870,113642,299,0,50874,,0
2009,Bulgaria,-,2743,434,0,0,0,0,0,,0
2009,Belize,-,16,16,0,0,0,0,0,,0
2009,Cambodia,-,17022,220,0,0,0,0,0,,0
2009,Canada,-,97,9,0,0,0,0,0,,0
2009,"Central African Rep.",-,159542,852,51,197000,0,0,0,,0
2009,Chad,-,54997,2311,1799,170531,20771,0,0,,0
2009,China,-,180546,18325,0,0,0,0,0,,0
2009,Chile,-,1305,178,0,0,0,0,0,,0
2009,Cameroon,-,14752,2239,0,0,0,0,0,,0
2009,Congo,-,20546,3199,76,0,0,0,8,,0
2009,"Dem. Rep. of the Congo",-,455852,31104,44291,2052677,78859,0,0,,0
2009,Comoros,-,268,5,0,0,0,0,0,,0
2009,Colombia,-,389753,64335,58,3303979,0,0,0,,0
2009,"Costa Rica",-,344,76,0,0,0,0,0,,0
2009,Cuba,-,7537,2213,0,0,0,0,0,,0
2009,"Cabo Verde",-,22,0,0,0,0,0,0,,0
2009,Cyprus,-,10,0,0,0,0,0,0,,0
2009,Czechia,-,1060,2100,0,0,0,0,0,,0
2009,Denmark,-,10,0,0,0,0,0,0,,0
2009,Djibouti,-,613,159,0,0,0,0,0,,0
2009,Dominica,-,51,18,0,0,0,0,0,,0
2009,"Dominican Rep.",-,222,401,0,0,0,0,0,,0
2009,Ecuador,-,1029,279,0,0,0,0,0,,0
2009,"Equatorial Guinea",-,341,32,0,0,0,0,0,,0
2009,Eritrea,-,209164,14379,10,0,0,0,0,,0
2009,Estonia,-,249,34,0,0,0,0,0,,0
2009,Ethiopia,-,62877,48733,14,0,0,0,0,,0
2009,Fiji,-,1888,360,0,0,0,0,0,,0
2009,Finland,-,6,0,0,0,0,0,0,,0
2009,France,-,80,69,0,0,0,0,0,,0
2009,Gabon,-,145,33,0,0,0,0,0,,0
2009,Gambia,-,1966,1155,0,0,0,0,0,,0
2009,Palestinian,-,95185,2488,0,0,0,0,0,,0
2009,"United Kingdom of Great Britain and Northern Ireland",-,155,44,0,0,0,0,0,,0
2009,Georgia,-,15015,4759,0,352640,5273,0,0,,0
2009,Germany,-,167,81,0,0,0,0,0,,0
2009,Ghana,-,14876,1319,0,0,0,0,0,,0
2009,Guinea-Bissau,-,1100,317,0,0,0,0,0,,0
2009,Greece,-,61,21,0,0,0,0,0,,0
2009,Grenada,-,332,88,0,0,0,0,0,,0
2009,Guatemala,-,5763,9104,0,0,0,0,0,,0
2009,Guinea,-,10912,2819,0,0,0,0,0,,0
2009,Guyana,-,724,323,0,0,0,0,0,,0
2009,Haiti,-,24110,11886,7,0,0,0,0,,0
2009,"China, Hong Kong SAR",-,10,66,0,0,0,0,0,,0
2009,Honduras,-,1165,997,0,0,0,0,0,,0
2009,Croatia,-,76479,132,709,2285,212,0,23583,,0
2009,Hungary,-,1535,2452,0,0,0,0,0,,0
2009,Iceland,-,5,0,0,0,0,0,0,,0
2009,"Cote Ivoire",-,23148,5262,89,519140,166816,0,0,,0
2009,India,-,19496,4709,0,0,0,0,0,,0
2009,Indonesia,-,18207,2002,311,0,0,0,0,,0
2009,Ireland,-,7,5,0,0,0,0,0,,0
2009,"Iran (Islamic Rep. of)",-,72771,13734,0,0,0,0,0,,0
2009,Iraq,-,1785215,22372,38033,1552003,167740,0,6704,,0
2009,Israel,-,1298,1054,0,0,0,0,0,,0
2009,Italy,-,42,31,0,0,0,0,0,,0
2009,Jamaica,-,908,574,0,0,0,0,0,,0
2009,Jordan,-,2109,757,0,0,0,0,0,,0
2009,Japan,-,148,28,0,0,0,0,0,,0
2009,Kazakhstan,-,3741,603,0,0,0,0,0,,0
2009,Kenya,-,9609,2975,454,399000,5000,0,0,,0
2009,Kyrgyzstan,-,2611,427,0,0,0,0,0,,0
2009,Kiribati,-,31,0,0,0,0,0,0,,0
2009,"Rep. of Korea",-,567,318,0,0,0,0,0,,0
2009,"Dem. People's Rep. of Korea",-,878,125,0,0,0,0,0,,0
2009,Kuwait,-,936,56,0,0,0,0,0,,0
2009,"Lao People's Dem. Rep.",-,8397,190,0,0,0,0,0,,0
2009,Liberia,-,71601,2195,1404,0,0,0,0,,0
2009,Libya,-,2189,636,0,0,0,0,0,,0
2009,"Saint Lucia",-,312,597,0,0,0,0,0,,0
2009,Lebanon,-,16250,1755,0,0,0,0,0,,0
2009,Lesotho,-,5,5,0,0,0,0,0,,0
2009,"Sri Lanka",-,145711,7566,1488,434900,94600,0,0,,0
2009,Lithuania,-,496,110,0,0,0,0,0,,0
2009,Latvia,-,787,76,0,0,0,0,0,,0
2009,"China, Macao SAR",-,8,0,0,0,0,0,0,,0
2009,Madagascar,-,271,31,0,0,0,0,0,,0
2009,Mauritania,-,39134,891,12012,0,0,0,0,,0
2009,"North Macedonia",-,7921,868,0,0,0,0,0,,0
2009,"Rep. of Moldova",-,5928,734,0,0,0,0,0,,0
2009,Maldives,-,15,0,0,0,0,0,0,,0
2009,Mexico,-,6433,20402,0,0,0,0,0,,0
2009,Mali,-,2927,759,0,0,0,0,0,,0
2009,Malaysia,-,530,148,0,0,0,0,0,,0
2009,Malawi,-,126,42,0,0,0,0,0,,0
2009,Mongolia,-,1490,2291,0,0,0,0,0,,0
2009,Morocco,-,2277,603,0,0,0,0,0,,0
2009,Mozambique,-,130,5,0,0,0,0,0,,0
2009,Malta,-,10,0,0,0,0,0,0,,0
2009,Montenegro,-,2578,173,0,0,0,0,0,,0
2009,Mauritius,-,21,16,0,0,0,0,0,,0
2009,Myanmar,-,406667,22577,0,67290,0,0,7,,0
2009,Namibia,-,918,43,31,0,0,0,0,,0
2009,Nepal,-,5101,1799,0,0,0,0,5,,0
2009,"Netherlands (Kingdom of the)",-,44,25,0,0,0,0,0,,0
2009,Niger,-,812,283,0,0,0,0,0,,0
2009,Nicaragua,-,1473,430,0,0,0,0,0,,0
2009,Nigeria,-,15609,9637,0,0,0,0,0,,0
2009,Norway,-,0,5,0,0,0,0,0,,0
2009,"New Zealand",-,9,0,0,0,0,0,0,,0
2009,Oman,-,63,5,0,0,0,0,0,,0
2009,Pakistan,-,35129,4756,5,1894557,1106396,0,0,,0
2009,Panama,-,102,41,0,0,0,0,0,,0
2009,Paraguay,-,77,30,0,0,0,0,0,,0
2009,Peru,-,6272,5806,0,0,0,0,0,,0
2009,Philippines,-,987,790,0,0,0,0,61314,,0
2009,"Papua New Guinea",-,68,11,0,0,0,0,0,,0
2009,Poland,-,2052,245,0,0,0,0,0,,0
2009,Portugal,-,30,46,0,0,0,0,0,,0
2009,Qatar,-,66,5,0,0,0,0,0,,0
2009,Romania,-,4350,412,0,0,0,0,0,,0
2009,"South Africa",-,380,162,0,0,0,0,0,,0
2009,"Russian Federation",-,109452,13286,29,79950,878,0,306,,0
2009,Rwanda,-,129108,4792,20595,0,0,0,0,,0
2009,"El Salvador",-,5053,9744,0,0,0,0,0,,0
2009,"Saudi Arabia",-,629,43,0,0,0,0,0,,0
2009,"Serbia and Kosovo: S/RES/1244 (1999)",-,195625,12297,2698,224881,871,0,10386,,0
2009,Senegal,-,16306,616,0,0,0,0,0,,0
2009,Seychelles,-,47,7,0,0,0,0,0,,0
2009,Singapore,-,77,12,0,0,0,0,0,,0
2009,"Sierra Leone",-,15398,2949,227,0,0,0,4656,,0
2009,"Solomon Islands",-,65,0,0,0,0,0,0,,0
2009,Somalia,-,678296,21059,59,1550000,0,0,0,,0
2009,Spain,-,34,51,0,0,0,0,0,,0
2009,"Viet Nam",-,339299,1191,121,0,0,0,68,,0
2009,"Saint Kitts and Nevis",-,0,11,0,0,0,0,0,,0
2009,"Sao Tome and Principe",-,32,0,0,0,0,0,0,,0
2009,Sudan,-,368178,16901,33135,1034140,166900,0,0,,0
2009,Suriname,-,44,12,0,0,0,0,0,,0
2009,Slovakia,-,336,348,0,0,0,0,0,,0
2009,Slovenia,-,35,16,0,0,0,0,0,,0
2009,Eswatini,-,28,53,0,0,0,0,0,,0
2009,Sweden,-,15,12,0,0,0,0,0,,0
2009,Switzerland,-,19,5,0,0,0,0,0,,0
2009,"Syrian Arab Rep.",-,17915,5559,0,0,0,0,0,,0
2009,"United Rep. of Tanzania",-,1191,204,0,0,0,0,155051,,0
2009,Thailand,-,498,392,0,0,0,0,0,,0
2009,Tajikistan,-,556,260,0,0,0,0,0,,0
2009,Turkmenistan,-,734,77,0,0,0,0,0,,0
2009,Timor-Leste,-,7,0,0,0,0,0,0,,0
2009,Togo,-,18363,959,284,0,0,0,0,,0
2009,Tonga,-,5,21,0,0,0,0,0,,0
2009,"Trinidad and Tobago",-,239,271,0,0,0,0,0,,0
2009,Tunisia,-,2237,488,0,0,0,0,0,,0
2009,Türkiye,-,146378,9273,26,0,0,0,0,,0
2009,"United Arab Emirates",-,411,22,0,0,0,0,0,,0
2009,Uganda,-,7543,898,88,446300,407700,0,0,,0
2009,Ukraine,-,24512,1530,0,0,0,0,0,,0
2009,Uruguay,-,183,60,0,0,0,0,0,,0
2009,"United States of America",-,2367,1443,0,0,0,0,0,,0
2009,Uzbekistan,-,6662,1576,12,0,0,0,0,,0
2009,"Saint Vincent and the Grenadines",-,847,1072,0,0,0,0,0,,0
2009,"Venezuela (Bolivarian Republic of)",-,6216,1571,0,0,0,0,0,,0
2009,"Western Sahara",-,116469,20,0,0,0,0,0,,0
2009,Yemen,-,1927,602,0,250000,0,0,0,,0
2009,Zambia,-,201,46,0,0,0,0,0,,0
2009,Zimbabwe,-,22441,1394,19,0,0,0,0,,0
2009,Stateless,-,15867,3382,0,0,0,6559572,0,,0
2009,Tibetan,-,20080,0,0,0,0,0,109,,0
2009,"Unknown ",-,186680,447280,23,0,0,0,431,,0
2010,Afghanistan,-,3054699,37101,118031,351907,3366,0,839323,,0
2010,Albania,-,14771,1350,0,0,0,0,36,,0
2010,Algeria,-,6665,1714,5,0,0,0,0,,0
2010,Andorra,-,5,0,0,0,0,0,0,,0
2010,Angola,-,134851,710,487,0,0,0,0,,0
2010,"Antigua and Barbuda",-,28,32,0,0,0,0,0,,0
2010,Egypt,-,6903,1571,0,0,0,0,0,,0
2010,Argentina,-,553,84,0,0,0,0,0,,0
2010,Armenia,-,17553,2947,0,0,0,0,82519,,0
2010,Australia,-,38,10,0,0,0,0,0,,0
2010,Austria,-,10,0,0,0,0,0,0,,0
2010,Azerbaijan,-,16756,2072,0,592860,0,0,0,,0
2010,Bahrain,-,81,24,0,0,0,0,0,,0
2010,Barbados,-,29,63,0,0,0,0,0,,0
2010,Burundi,-,84053,7494,4760,157167,0,0,0,,0
2010,Belgium,-,80,6,0,0,0,0,0,,0
2010,Benin,-,438,225,0,0,0,0,0,,0
2010,Bangladesh,-,10046,6492,0,0,0,0,0,,0
2010,Bahamas,-,17,28,0,0,0,0,0,,0
